id,answer,cost,text,section,header,div,p,s
cornell-et-al-2024-improving-memory-search-through-model-based-cue-selection.pdf.tei.xml,"The main claim of this paper is that the content of cues critically determines their effectiveness in aiding memory recall, and that effective cues activate contexts most similar to the remaining items' contexts, facilitating recall in an unsearched area of memory.",3.84e-4,"We often use cues from our environment when we get stuck searching our memories, but prior research has failed to show benefits of cuing with other, randomly selected list items during memory search. What accounts for this discrepancy? We proposed that cues' content critically determines their effectiveness and sought to select the right cues by building a computational model of how cues affect memory search. Participants (N = 195 young adults from the United States) recalled significantly more items when receiving our model's best (vs. worst) cue. Our model provides an account of why some cues better aid recall: Effective cues activate contexts most similar to the remaining items' contexts, facilitating recall in an unsearched area of memory. We discuss our contributions in relation to prominent theories about the effect of external cues.",abstract,Abstract,0,NA,NA
d-angelo-et-al-2023-the-role-of-beta-oscillations-in-mental-time-travel.pdf.tei.xml,"The main claim of this paper is that beta oscillations may be a common mechanism for short intervals and mental time travel (MTT), and that parietal transcranial alternating current stimulation (tACS) can affect temporal perception and the ability to project oneself into the past and future.",5.15e-4,"The brain processes short-interval timing but also allows people to project themselves into the past and the future (i.e., mental time travel [MTT]). Beta oscillations index seconds-long-interval timing (i.e., higher beta power is associated with longer durations). Here, we used parietal transcranial alternating current stimulation (tACS) to investigate whether MTT is also supported by parietal beta oscillations and to test the link between MTT and short intervals. Thirty adults performed a novel MTT task while receiving beta and alpha tACS, in addition to no stimulation. Beta tACS corresponded to a temporal underestimation in past but not in future MTT. Furthermore, participants who overestimated secondslong intervals also overestimated temporal distances in the past-projection MTT condition and showed a stronger effect of beta tACS. These data provide a unique window into temporal perception, showing how beta oscillations may be a common mechanism for short intervals and MTT.",abstract,Abstract,0,NA,NA
dai-et-al-2023-we-are-still-here-omission-and-perceived-discrimination-galvanized-civic-engagement-among-native.pdf.tei.xml,"The main claim of this paper is that the voting campaigns launched by Native American organizers and communities successfully motivated a record number of Native peoples to vote in the 2020 U.S. presidential election, leading to significant political impact and the election of a record-setting six Native Americans to Congress. The paper also suggests that these campaigns effectively galvanized Native voters by addressing bias and discrimination toward their group.",5.54e-4,"Leading up to the 2020 U.S. presidential election, Native American organizers and communities launched a series of campaigns to motivate Native peoples to vote. Election data revealed that a record number of Native peoples voted (Smith, 2020), which contributed to flipping battleground states (i.e., Arizona, Minnesota, and Wisconsin; NoiseCat, 2020) and electing a record-setting six Native Americans to Congress (O'Kane, 2020). The effectiveness of these voting campaigns has meaningful and novel implications for social psychological theories. We posit that these campaigns successfully galvanized Native voters because they motivated individuals who strongly identified as Native to address bias and discrimination toward their group. Take the Rock the Rez quote as an example. The campaign drew attention to the undercounting and underestimation of Native peoples, which hints at Native omission, a form of bias constituted by the scarcity and absence of Native representations that leaves 1165271P SSXXX10.",abstract,Abstract,0,NA,NA
davidesco-et-al-2023-the-temporal-dynamics-of-brain-to-brain-synchrony-between-students-and-teachers-predict-learning.pdf.tei.xml,"The main claim of this paper is that social interactions and dynamics among students and teachers have a significant impact on students' engagement, learning, and well-being, and that synchronous learning (where students and teachers interact in real time) leads to better learning outcomes compared to asynchronous learning.",5.49e-4,"Social interactions play a central role in human learning. Throughout development, children acquire knowledge, skills, and attitudes by modeling other individuals (e.g., Bandura, 1986). Through interactions with peers and adults alike, children are exposed to different ideas and perspectives and develop a more sophisticated understanding of the world around them (e.g., Vygotsky, 1934Vygotsky, /1986)). Classrooms are no exception: The social dynamics among students and between students and teachers have a profound impact on students' engagement, learning, and well-being (Hamre & Pianta, 2006). Recent research suggests that the mere presence of other students in the classroom can impact students' attentiveness and learning (Forrin et al., 2021). Relatedly, synchronous learning (where students and teachers interact in real time) leads to a greater sense of belonging and better learning outcomes compared with asynchronous learning (e.g., students viewing prerecorded lectures on their own; Martin et al., 2021;Peterson et al., 2018). Despite the central role of social dynamics in learning, little is known about the brain mechanisms that support this process (",abstract,Abstract,0,NA,NA
de-jong-et-al-2023-adaptive-encoding-speed-in-working-memory.pdf.tei.xml,The main claim of this paper is that adaptive tuning of encoding speed in working memory is a fundamental but largely implicit mechanism underlying our ability to keep up with the pace of our surroundings.,4.28e-4,"Humans can adapt when complex patterns unfold at a faster or slower pace, for instance when remembering a grocery list that is dictated at an increasingly fast rate. Integrating information over such timescales crucially depends on working memory, but although recent findings have shown that working memory capacity can be flexibly adapted, such adaptations have not yet been demonstrated for encoding speed. In a series of experiments, we found that young adults encoded at a faster rate when they were adapted to overall and recent stimulus duration. Interestingly, our participants were unable to use explicit cues to speed up encoding, even though these cues were objectively more informative than statistical information. Our findings suggest that adaptive tuning of encoding speed in working memory is a fundamental but largely implicit mechanism underlying our ability to keep up with the pace of our surroundings.",abstract,Abstract,0,NA,NA
decker-et-al-2023-fluctuations-in-sustained-attention-explain-moment-to-moment-shifts-in-children-s-memory-formation.pdf.tei.xml,"The main claim of this paper is that sustained attention is an important cognitive factor that controls access to children's long-term memory, and that developmental differences in cognitive performance may stem from developmental shifts in the ability to sustain attention. The paper also suggests that attentional lapses have a greater impact on memory formation in children compared to adults.",5.16e-4,"Why do children's memories often differ from adults' after the same experience? Whereas prior work has focused on children's immature memory mechanisms to answer this question, here we focus on the costs of attentional lapses for learning. We track sustained attention and memory formation across time in 7-to 10-year-old children and adults (n = 120) to show that sustained attention causally shapes the fate of children's individual memories. Moreover, children's attention lapsed twice as frequently as adults', and attention fluctuated with memory formation more closely in children than adults. In addition, although attentional lapses impaired memory for expected events in both children and adults, they impaired memory for unexpected events in children only. Our work reveals that sustained attention is an important cognitive factor that controls access to children's long-term memory stores. Our work also raises the possibility that developmental differences in cognitive performance stem from developmental shifts in the ability to sustain attention.",abstract,Abstract,0,NA,NA
desiraju-dietvorst-2023-reason-defaults-presenting-defaults-with-reasons-for-choosing-each-option-helps-decision-makers.pdf.tei.xml,"The main claim of this paper is that default options have a significant impact on people's behavior and decision-making, and that they may not always be the best option for all individuals, particularly those with minority interests. The paper discusses how defaults can lead individuals to save more than they intended, but also how defaults can favor culturally masculine interests and potentially disadvantage other genders. It also highlights the potential for defaults to lead people with minority interests into suboptimal options.",8.06e-4,"Choices with a default specify one option that is chosen automatically unless the decision-maker selects an alternative. For example, many employees are defaulted into participating in their company's 401(k) plan, so they will accrue retirement savings even if they take no action. Defaults are powerful tools for nudging individuals toward a specific option and have been used to lift many ostensibly beneficial behaviors (Thaler & Benartzi, 2004;Thaler & Sunstein, 2008). For instance, countries that enroll citizens as organ donors by default tend to have far greater rates of organ donation ( Johnson & Goldstein, 2003). Further, people are significantly more likely to get a flu vaccine when they are defaulted into a scheduled appointment instead of having to opt in (Chapman et al., 2010). Choice architects typically select the option that is best for most people to be the default. For example, employees are defaulted into retirement savings programs because most people do not save enough for retirement (Beshears et al., 2016;Lusardi, 2001). However, people often have heterogeneous interests, meaning the default may not be the best option for all individuals (Sunstein, 2013). As a result, people with minority interests may be defaulted into suboptimal options (Beshears et al., 2016;Carroll et al., 2009;Cheryan & Markus, 2020;Choi et al., 2002). For example, in a study of 401(k) enrollment across three firms, 67.7% of employees thought they were saving too little, and only a third of these employees intended to save more in the near future. However, once a savings plan with a greater contribution was made the default option, uptake of the plan exceeded 85% (Choi et al., 2002), suggesting that this default led some individuals to save more than they intended. Other work has found that defaults often favor culturally masculine interests, potentially to the disadvantage of other genders (Cheryan & Markus, 2020).",abstract,Abstract,0,NA,NA
dufner-krause-2023-on-how-to-be-liked-in-first-encounters-the-effects-of-agentic-and-communal-behaviors-on-popularity.pdf.tei.xml,"The main claim of this paper is that there are two forms of being liked by others: general popularity and unique liking. Both forms are important for social inclusion, mental health, and well-being, and they can be influenced by individual behavior in specific dyadic interactions.",6.99e-4,"When meeting other people for the first time, how should one behave if one's goal is to be liked? Even though this question is straightforward, it requires a nuanced answer. According to Kenny's (1994) social relations model, the effects of interpersonal behavior on liking can be examined on two levels. On the level of the individual, one can examine whether persons' general tendency to exhibit a certain behavior predicts the extent to which they are generally liked by others. This form of being liked is called popularity (Back & Kenny, 2010) and describes the target effect of the social relations model analysis with regard to being liked. On the level of the dyad, one can examine whether individuals who display more of a specific behavior than what is typical for them are particularly well-liked by their interaction partner in specific dyadic interactions. This form of being liked by others is called unique liking (Back & Kenny, 2010), and in the terminology of the social relations model, it represents the relationship effect with regard to being liked. Both kinds of being liked are important for theoretical and practical reasons. Popularity safeguards social inclusion in the group, which was crucial for survival in our evolutionary past and is still highly important for mental health and well-being today (Baumeister & Leary, 1995). Above and beyond general popularity, the other form of being liked, unique liking, is highly consequential of mutually supportive dyadic relationships that are omnipresent in social life (e.g., friendships, partnerships, or romantic relationships) and that are adaptive in evolutionary terms (Hruschka, 2010). In such relationships, unique liking is typically reciprocated, meaning that the more person A likes person B, the more person B tends to like person A (Kenny, 2020), and this dyadic liking-based bond is crucial for keeping relationships together (e.g., Hays, 1984).",abstract,Abstract,0,NA,NA
dwyer-et-al-2023-are-people-generous-when-the-financial-stakes-are-high.pdf.tei.xml,"The main claim of this paper is that humans exhibit remarkable generosity even when making consequential financial decisions in the real world, and that this generosity is not significantly influenced by reputational concerns.",4.8e-4,"How generous are people when making consequential financial decisions in the real world? We took advantage of a rare opportunity to examine generosity among a diverse sample of adults who received a gift of U.S. $10,000 from a pair of wealthy donors, with nearly no strings attached. Two-hundred participants were drawn from three low-income countries (Indonesia, Brazil, and Kenya) and four high-income countries (Australia, Canada, the United Kingdom, and the United States) as part of a preregistered study. On average, participants spent over $6,400 on purchases that benefited others, including nearly $1,700 on donations to charity, suggesting that humans exhibit remarkable generosity even when the stakes are high. To address whether generosity was driven by reputational concerns, we asked half the participants to share their spending decisions publicly on Twitter, whereas the other half were asked to keep their spending private. Generous spending was similar between the groups, in contrast to our preregistered hypothesis that enhancing reputational concerns would increase generosity.",abstract,Abstract,0,NA,NA
ebert-et-al-2023-political-person-culture-match-and-longevity-the-partisanship-mortality-link-depends-on-the-cultural.pdf.tei.xml,"The main claim of this paper is that the link between political partisanship and longevity, specifically the benefits enjoyed by Republicans, may not be universal and could vary across cultural contexts.",6.45e-4,"Political partisanship is a crucial part of human identity that unfolds far-reaching consequences on the individual (Van Bavel & Pereira, 2018). Importantly, political partisanship predicts not only voting-related outcomes (Bartels, 2000) but also important nonvoting outcomes such as economic behavior (Gerber & Huber, 2009), religious beliefs (Margolis, 2018), or media use (Iyengar & Hahn, 2009). Of all potential outcomes, whether political partisanship is associated with a longer life is arguably the most consequential one. Evidence from the United States suggests that political partisanship is linked to mortality. Specifically, studies found that Republicans are healthier (Subramanian & Perkins, 2010) and live longer (Kannan et al., 2019;Pabayo et al., 2015) than Democrats. Recent estimates indicate that Republicans (at any given point in their lives) have a 21% lower mortality risk than Democrats (Kannan et al., 2019). Different explanations have been discussed to understand why Republicans are healthier and live longer. For example, some researchers have suggested that Republicans are of higher socioeconomic status and engage more in health-promoting behaviors (such as religious activities and civic participation; Subramanian et al., 2009), better cope with injustices (Pabayo et al., 2015), or feel more personally responsible for their health (Chan, 2019;Kannan et al., 2019). Importantly, all of these explanations share the assumption of a universal link between partisanship and longevity (i.e., that all Republicans enjoy longevity benefits to a similar degree). We here provide an alternative perspective on the partisanship-longevity linknamely, that Republicans' longevity benefits are not universal but vary across cultural contexts.",abstract,Abstract,0,NA,NA
eschman-ross-sheehy-2023-visual-short-term-memory-persists-across-multiple-fixations-an-n-back-approach-to-quantifying.pdf.tei (1).xml,"The main claim of this paper is that participants of all ages, including 5-month-olds, 11-month-olds, and adults, showed evidence of memory for up to two sequentially fixated objects, as well as moderate evidence for nonfixated array items. The study used a passive change-detection paradigm with an n-back manipulation to examine memory for the last fixated item, second-to-last fixated item, or nonfixated item, and used eye tracking to measure overt fixation. The results suggest that visual short-term memory develops rapidly during the first year of life and that there are important relations between overt visual fixation and memory formation.",6.76e-4,"Visual short-term memory (STM) is a foundational component of general cognition that develops rapidly during the first year of life. Although previous research has revealed important relations between overt visual fixation and memory formation, it is unknown whether infants can maintain distinct memories for sequentially fixated items or remember nonfixated array items. Participants (5-month-olds, 11-month-olds, and adults; n = 24 at each age) from the United States were tested in a passive change-detection paradigm with an n-back manipulation to examine memory for the last fixated item (one-back), second-to-last fixated item (two-back), or nonfixated item (change-other). Eye tracking was used to measure overt fixation while participants passively viewed arrays of colored circles. Results for all ages revealed convergent evidence of memory for up to two sequentially fixated objects (i.e., one-back, two-back), with moderate evidence for nonfixated array items (change-other). A permutation analysis examining change preference over time suggested that differences could not be explained by perseverative looking or location biases.",abstract,Abstract,0,NA,NA
eschman-ross-sheehy-2023-visual-short-term-memory-persists-across-multiple-fixations-an-n-back-approach-to-quantifying.pdf.tei.xml,"The main claim of this paper is that participants of all ages, including 5-month-olds, 11-month-olds, and adults, showed evidence of memory for up to two sequentially fixated objects, as well as moderate evidence for nonfixated array items. The study also suggests that differences in memory performance could not be explained by perseverative looking or location biases.",5.66e-4,"Visual short-term memory (STM) is a foundational component of general cognition that develops rapidly during the first year of life. Although previous research has revealed important relations between overt visual fixation and memory formation, it is unknown whether infants can maintain distinct memories for sequentially fixated items or remember nonfixated array items. Participants (5-month-olds, 11-month-olds, and adults; n = 24 at each age) from the United States were tested in a passive change-detection paradigm with an n-back manipulation to examine memory for the last fixated item (one-back), second-to-last fixated item (two-back), or nonfixated item (change-other). Eye tracking was used to measure overt fixation while participants passively viewed arrays of colored circles. Results for all ages revealed convergent evidence of memory for up to two sequentially fixated objects (i.e., one-back, two-back), with moderate evidence for nonfixated array items (change-other). A permutation analysis examining change preference over time suggested that differences could not be explained by perseverative looking or location biases.",abstract,Abstract,0,NA,NA
eum-et-al-2023-peripheral-visual-information-halves-attentional-choice-biases.pdf.tei.xml,"The main claim of this paper is that visual attention plays a significant role in the choice process, and that increases in the relative attention received by a desirable option are associated with an increase in the frequency with which it is chosen.",3.85e-4,"Every day, we face two different types of choice situations. Sometimes, we are presented with all of the available options at once, as when we face a supermarket shelf or a buffet table. In other cases, such as many shopping websites, we are presented with one option at a time, which changes sequentially at our own pace. In both cases, our overt visual attention is deployed to one option at a time. But the two situations differ on the availability of peripheral visual information about the nonfixated options, which in principle could be used to guide the choice process. A growing number of experiments have studied the role of visual attention in simple choice and have found that increases in the relative attention received by a desirable option are associated with an increase in the frequency with which it is chosen, all else being equal (",abstract,Abstract,0,NA,NA
farzanfar-walther-2023-changing-what-you-like-modifying-contour-properties-shifts-aesthetic-valuations-of-scenes.pdf.tei.xml,"The main claim of this paper is that there is a causal relationship between contour properties and aesthetic valuation, and that visual regularities underlie the human capacity to derive pleasure from visual information. The paper also suggests that aesthetic experiences arise from the human ability to perceive and extract meaning from visual features, and that aesthetic responses can be shared among humans.",4.9e-4,"To what extent do aesthetic experiences arise from the human ability to perceive and extract meaning from visual features? Ordinary scenes, such as a beach sunset, can elicit a sense of beauty in most observers. Although it appears that aesthetic responses can be shared among humans, little is known about the cognitive mechanisms that underlie this phenomenon. We developed a contour model of aesthetics that assigns values to visual properties in scenes, allowing us to predict aesthetic responses in adults from around the world. Through a series of experiments, we manipulate contours to increase or decrease aesthetic value while preserving scene semantic identity. Contour manipulations directly shift subjective aesthetic judgments. This provides the first experimental evidence for a causal relationship between contour properties and aesthetic valuation. Our findings support the notion that visual regularities underlie the human capacity to derive pleasure from visual information.",abstract,Abstract,0,NA,NA
fynes-clinton-addis-2023-thinking-beyond-covid-19-how-has-the-pandemic-impacted-future-time-horizons.pdf.tei.xml,"The main claim of this paper is that the COVID-19 pandemic has led to distorted time perception in adults, and that factors such as age, depression, and social dissatisfaction may contribute to this perception. The paper also suggests that disruption to short-term time constraints during the pandemic may have contributed to the perceived slowing of time.",6.05e-4,"with findings that emotional well-being improves with age because decreasing future time horizons led to prioritization of socioemotional well-being (socioemotional selectivity theory [SST]; Lang & Carstensen, 2002). The possibility that depression contributes to time horizons in a way that promotes negative well-being is rarely considered in the SST literature. Given numerous anecdotal and scientific reports of distorted time perception during the pandemic (Martinelli et al., 2021;Ogden, 2020Ogden,, 2021)), the current study addressed this important question in an international sample of adults from two phases of the adult life span, early in the COVID-19 pandemic (May 2020). Temporal horizons are ubiquitous in human experience; our integration of past and future influences our present-moment behavior (Lewin, 1942). Although the experience of psychological time is a fairly stable individual difference (Zimbardo & Boyd, 1999), it also changes dynamically with situational and psychological factors, such as time constraints (Gable & Poole, 2012). It is likely that disruption to short-term time constraints contributed to the perceived slowing of time experienced during the first COVID-19 lockdowns, along with older age, depression, and social dissatisfaction (Ogden, 2020).",abstract,Abstract,0,NA,NA
gabay-et-al-2023-impaired-and-spared-auditory-category-learning-in-developmental-dyslexia.pdf.tei.xml,The main claim of this paper is that categorization is essential for human behavior and that there is a debate on whether novel category learning is supported by a single system.,1.87e-4,"Categorization is essential for human behavior, including recognizing common objects, interpreting complex and variable speech signals, and giving meaning to high-level concepts. There is a long-standing debate on whether novel category learning is supported by a single system (e.g.",abstract,Abstract,0,NA,NA
gainsburg-lee-cunningham-2023-compassion-fatigue-as-a-self-fulfilling-prophecy-believing-compassion-is-limited.pdf.tei.xml,"The main claim of this paper is that changing compassion mindsets represents an opportunity to overcome compassion's limits, and the research tests whether mindsets about compassion as limited or nonlimited affect compassion and compassion fatigue.",5.14e-4,"In their book Compassionomics, Stephen Trzeciak and Anthony Mazzarelli (2019) argued that humanity faces a ""compassion crisis"" and that our collective lack of compassion is the world's biggest problem. Compounding this compassion crisis is evidence suggesting limits to people's compassion capacities after repeated exposure to suffering (Figley, 1995;Najjar et al., 2009). Although this view depicts compassion as a depletable resource, the limited and fatiguing nature of compassion may also be governed by mindsets ( Job et al., 2010) that compassion is limited and fatiguing (i.e., a limited mindset), leading people to experience compassion as such. If so, then changing compassion mindsets represents an opportunity to overcome compassion's limits. Thus, the present research tests whether mindsets about compassion as limited or nonlimited affect compassion and compassion fatigue. Compassion is the feeling of concern for others' suffering and the accompanying motivation to help (Goetz et al., 2010). Like other psychological capacities (e.g., short-term memory; Cowan, 2016), there may be limits",abstract,Abstract,0,NA,NA
